mod_name,unimod_mass,unimod_avge_mass,composition,unimod_modloss,modloss_composition,classification,unimod_id,modloss_importance,mass,modloss_original,modloss
T[UNIMOD:1682],1313.475627,1314.2032,H(83)C(51)N(3)O(36),1313.475627,H(83)C(51)N(3)O(36),O-linked glycosylation,1682,0.0,1313.4756259929,1313.4756259929,0.0
S[UNIMOD:1682],1313.475627,1314.2032,H(83)C(51)N(3)O(36),1313.475627,H(83)C(51)N(3)O(36),O-linked glycosylation,1682,0.0,1313.4756259929,1313.4756259929,0.0
T[UNIMOD:1683],1321.411312,1322.2038,H(79)C(48)N(3)O(37)S(1),1321.411312,H(79)C(48)N(3)O(37)S(1),O-linked glycosylation,1683,0.0,1321.41131165795,1321.41131165795,0.0
S[UNIMOD:1683],1321.411312,1322.2038,H(79)C(48)N(3)O(37)S(1),1321.411312,H(79)C(48)N(3)O(37)S(1),O-linked glycosylation,1683,0.0,1321.41131165795,1321.41131165795,0.0
T[UNIMOD:1684],1329.470541,1330.2026,H(83)C(51)N(3)O(37),1329.470541,H(83)C(51)N(3)O(37),O-linked glycosylation,1684,0.0,1329.47054061247,1329.47054061247,0.0
S[UNIMOD:1684],1329.470541,1330.2026,H(83)C(51)N(3)O(37),1329.470541,H(83)C(51)N(3)O(37),O-linked glycosylation,1684,0.0,1329.47054061247,1329.47054061247,0.0
S[UNIMOD:1685],1339.50251,1340.2438,H(85)C(52)N(5)O(35),1339.50251,H(85)C(52)N(5)O(35),O-linked glycosylation,1685,0.0,1339.50250944665,1339.50250944665,0.0
T[UNIMOD:1685],1339.50251,1340.2438,H(85)C(52)N(5)O(35),1339.50251,H(85)C(52)N(5)O(35),O-linked glycosylation,1685,0.0,1339.50250944665,1339.50250944665,0.0
S[UNIMOD:1686],1345.465456,1346.202,H(83)C(51)N(3)O(38),1345.465456,H(83)C(51)N(3)O(38),O-linked glycosylation,1686,0.0,1345.46545523204,1345.46545523204,0.0
T[UNIMOD:1686],1345.465456,1346.202,H(83)C(51)N(3)O(38),1345.465456,H(83)C(51)N(3)O(38),O-linked glycosylation,1686,0.0,1345.46545523204,1345.46545523204,0.0
S[UNIMOD:1687],1353.481775,1354.2273,H(83)C(52)N(5)O(36),1353.481775,H(83)C(52)N(5)O(36),O-linked glycosylation,1687,0.0,1353.4817740017602,1353.4817740017602,0.0
T[UNIMOD:1687],1353.481775,1354.2273,H(83)C(52)N(5)O(36),1353.481775,H(83)C(52)N(5)O(36),O-linked glycosylation,1687,0.0,1353.4817740017602,1353.4817740017602,0.0
S[UNIMOD:1688],1370.49709,1371.2545,H(86)C(53)N(4)O(37),1370.49709,H(86)C(53)N(4)O(37),O-linked glycosylation,1688,0.0,1370.49708971359,1370.49708971359,0.0
T[UNIMOD:1688],1370.49709,1371.2545,H(86)C(53)N(4)O(37),1370.49709,H(86)C(53)N(4)O(37),O-linked glycosylation,1688,0.0,1370.49708971359,1370.49708971359,0.0
S[UNIMOD:1689],1371.517491,1372.2824,H(89)C(54)N(3)O(37),1371.517491,H(89)C(54)N(3)O(37),O-linked glycosylation,1689,0.0,1371.51749080585,1371.51749080585,0.0
T[UNIMOD:1689],1371.517491,1372.2824,H(89)C(54)N(3)O(37),1371.517491,H(89)C(54)N(3)O(37),O-linked glycosylation,1689,0.0,1371.51749080585,1371.51749080585,0.0
T[UNIMOD:1690],1374.268757,1374.9239,H(73)C(42)O(44)P(3),1374.268757,H(73)C(42)O(44)P(3),O-linked glycosylation,1690,0.0,1374.26875660913,1374.26875660913,0.0
S[UNIMOD:1690],1374.268757,1374.9239,H(73)C(42)O(44)P(3),1374.268757,H(73)C(42)O(44)P(3),O-linked glycosylation,1690,0.0,1374.26875660913,1374.26875660913,0.0
S[UNIMOD:1691],1376.460036,1377.2128,H(84)C(52)N(2)O(40),1376.460036,H(84)C(52)N(2)O(40),O-linked glycosylation,1691,0.0,1376.46003549898,1376.46003549898,0.0
T[UNIMOD:1691],1376.460036,1377.2128,H(84)C(52)N(2)O(40),1376.460036,H(84)C(52)N(2)O(40),O-linked glycosylation,1691,0.0,1376.46003549898,1376.46003549898,0.0
T[UNIMOD:1692],1386.492005,1387.2539,H(86)C(53)N(4)O(38),1386.492005,H(86)C(53)N(4)O(38),O-linked glycosylation,1692,0.0,1386.49200433316,1386.49200433316,0.0
S[UNIMOD:1692],1386.492005,1387.2539,H(86)C(53)N(4)O(38),1386.492005,H(86)C(53)N(4)O(38),O-linked glycosylation,1692,0.0,1386.49200433316,1386.49200433316,0.0
S[UNIMOD:1693],1390.439301,1391.1963,H(82)C(52)N(2)O(41),1390.439301,H(82)C(52)N(2)O(41),O-linked glycosylation,1693,0.0,1390.43930005409,1390.43930005409,0.0
T[UNIMOD:1693],1390.439301,1391.1963,H(82)C(52)N(2)O(41),1390.439301,H(82)C(52)N(2)O(41),O-linked glycosylation,1693,0.0,1390.43930005409,1390.43930005409,0.0
T[UNIMOD:1694],1392.41204,1393.2386,H(80)C(50)N(4)O(39)S(1),1392.41204,H(80)C(50)N(4)O(39)S(1),O-linked glycosylation,1694,0.0,1392.41203993375,1392.41203993375,0.0
S[UNIMOD:1694],1392.41204,1393.2386,H(80)C(50)N(4)O(39)S(1),1392.41204,H(80)C(50)N(4)O(39)S(1),O-linked glycosylation,1694,0.0,1392.41203993375,1392.41203993375,0.0
T[UNIMOD:1695],1393.432441,1394.2664,H(83)C(51)N(3)O(39)S(1),1393.432441,H(83)C(51)N(3)O(39)S(1),O-linked glycosylation,1695,0.0,1393.43244102601,1393.43244102601,0.0
S[UNIMOD:1695],1393.432441,1394.2664,H(83)C(51)N(3)O(39)S(1),1393.432441,H(83)C(51)N(3)O(39)S(1),O-linked glycosylation,1695,0.0,1393.43244102601,1393.43244102601,0.0
S[UNIMOD:1696],1402.48692,1403.2533,H(86)C(53)N(4)O(39),1402.48692,H(86)C(53)N(4)O(39),O-linked glycosylation,1696,0.0,1402.48691895273,1402.48691895273,0.0
T[UNIMOD:1696],1402.48692,1403.2533,H(86)C(53)N(4)O(39),1402.48692,H(86)C(53)N(4)O(39),O-linked glycosylation,1696,0.0,1402.48691895273,1402.48691895273,0.0
T[UNIMOD:1697],1402.512072,1403.2931,H(90)C(55)N(2)O(39),1402.512072,H(90)C(55)N(2)O(39),O-linked glycosylation,1697,0.0,1402.51207107279,1402.51207107279,0.0
S[UNIMOD:1697],1402.512072,1403.2931,H(90)C(55)N(2)O(39),1402.512072,H(90)C(55)N(2)O(39),O-linked glycosylation,1697,0.0,1402.51207107279,1402.51207107279,0.0
T[UNIMOD:1698],1418.506986,1419.2925,H(90)C(55)N(2)O(40),1418.506986,H(90)C(55)N(2)O(40),O-linked glycosylation,1698,0.0,1418.50698569236,1418.50698569236,0.0
S[UNIMOD:1698],1418.506986,1419.2925,H(90)C(55)N(2)O(40),1418.506986,H(90)C(55)N(2)O(40),O-linked glycosylation,1698,0.0,1418.50698569236,1418.50698569236,0.0
T[UNIMOD:1699],1424.427021,1425.2772,H(84)C(52)N(2)O(41)S(1),1424.427021,H(84)C(52)N(2)O(41)S(1),O-linked glycosylation,1699,0.0,1424.4270212929505,1424.4270212929505,0.0
S[UNIMOD:1699],1424.427021,1425.2772,H(84)C(52)N(2)O(41)S(1),1424.427021,H(84)C(52)N(2)O(41)S(1),O-linked glycosylation,1699,0.0,1424.4270212929505,1424.4270212929505,0.0
S[UNIMOD:1700],1427.518554,1428.3059,H(89)C(55)N(5)O(38),1427.518554,H(89)C(55)N(5)O(38),O-linked glycosylation,1700,0.0,1427.51855343428,1427.51855343428,0.0
T[UNIMOD:1700],1427.518554,1428.3059,H(89)C(55)N(5)O(38),1427.518554,H(89)C(55)N(5)O(38),O-linked glycosylation,1700,0.0,1427.51855343428,1427.51855343428,0.0
S[UNIMOD:1701],1428.538955,1429.3337,H(92)C(56)N(4)O(38),1428.538955,H(92)C(56)N(4)O(38),O-linked glycosylation,1701,0.0,1428.53895452654,1428.53895452654,0.0
T[UNIMOD:1701],1428.538955,1429.3337,H(92)C(56)N(4)O(38),1428.538955,H(92)C(56)N(4)O(38),O-linked glycosylation,1701,0.0,1428.53895452654,1428.53895452654,0.0
T[UNIMOD:1702],1440.421936,1441.2766,H(84)C(52)N(2)O(42)S(1),1440.421936,H(84)C(52)N(2)O(42)S(1),O-linked glycosylation,1702,0.0,1440.4219359125202,1440.4219359125202,0.0
S[UNIMOD:1702],1440.421936,1441.2766,H(84)C(52)N(2)O(42)S(1),1440.421936,H(84)C(52)N(2)O(42)S(1),O-linked glycosylation,1702,0.0,1440.4219359125202,1440.4219359125202,0.0
T[UNIMOD:1703],1443.538621,1444.345,H(93)C(57)N(3)O(39),1443.538621,H(93)C(57)N(3)O(39),O-linked glycosylation,1703,0.0,1443.5386201739102,1443.5386201739102,0.0
S[UNIMOD:1703],1443.538621,1444.345,H(93)C(57)N(3)O(39),1443.538621,H(93)C(57)N(3)O(39),O-linked glycosylation,1703,0.0,1443.5386201739102,1443.5386201739102,0.0
S[UNIMOD:1705],1448.456013,1449.2357,H(84)C(53)N(4)O(42),1448.456013,H(84)C(53)N(4)O(42),O-linked glycosylation,1705,0.0,1448.45601274698,1448.45601274698,0.0
T[UNIMOD:1705],1448.456013,1449.2357,H(84)C(53)N(4)O(42),1448.456013,H(84)C(53)N(4)O(42),O-linked glycosylation,1705,0.0,1448.45601274698,1448.45601274698,0.0
T[UNIMOD:1706],1449.501567,1450.3032,H(91)C(56)N(1)O(42),1449.501567,H(91)C(56)N(1)O(42),O-linked glycosylation,1706,0.0,1449.5015659593,1449.5015659593,0.0
S[UNIMOD:1706],1449.501567,1450.3032,H(91)C(56)N(1)O(42),1449.501567,H(91)C(56)N(1)O(42),O-linked glycosylation,1706,0.0,1449.5015659593,1449.5015659593,0.0
T[UNIMOD:1707],1450.453905,1451.3177,H(86)C(53)N(4)O(40)S(1),1450.453905,H(86)C(53)N(4)O(40)S(1),O-linked glycosylation,1707,0.0,1450.4539047467,1450.4539047467,0.0
S[UNIMOD:1707],1450.453905,1451.3177,H(86)C(53)N(4)O(40)S(1),1450.453905,H(86)C(53)N(4)O(40)S(1),O-linked glycosylation,1707,0.0,1450.4539047467,1450.4539047467,0.0
S[UNIMOD:1708],1458.513134,1459.3166,H(90)C(56)N(4)O(40),1458.513134,H(90)C(56)N(4)O(40),O-linked glycosylation,1708,0.0,1458.51313370122,1458.51313370122,0.0
T[UNIMOD:1708],1458.513134,1459.3166,H(90)C(56)N(4)O(40),1458.513134,H(90)C(56)N(4)O(40),O-linked glycosylation,1708,0.0,1458.51313370122,1458.51313370122,0.0
T[UNIMOD:1709],1459.533535,1460.3444,H(93)C(57)N(3)O(40),1459.533535,H(93)C(57)N(3)O(40),O-linked glycosylation,1709,0.0,1459.5335347934802,1459.5335347934802,0.0
S[UNIMOD:1709],1459.533535,1460.3444,H(93)C(57)N(3)O(40),1459.533535,H(93)C(57)N(3)O(40),O-linked glycosylation,1709,0.0,1459.5335347934802,1459.5335347934802,0.0
T[UNIMOD:1711],1466.44882,1467.3171,H(86)C(53)N(4)O(41)S(1),1466.44882,H(86)C(53)N(4)O(41)S(1),O-linked glycosylation,1711,0.0,1466.4488193662703,1466.4488193662703,0.0
S[UNIMOD:1711],1466.44882,1467.3171,H(86)C(53)N(4)O(41)S(1),1466.44882,H(86)C(53)N(4)O(41)S(1),O-linked glycosylation,1711,0.0,1466.4488193662703,1466.4488193662703,0.0
S[UNIMOD:1712],1474.508049,1475.316,H(90)C(56)N(4)O(41),1474.508049,H(90)C(56)N(4)O(41),O-linked glycosylation,1712,0.0,1474.50804832079,1474.50804832079,0.0
T[UNIMOD:1712],1474.508049,1475.316,H(90)C(56)N(4)O(41),1474.508049,H(90)C(56)N(4)O(41),O-linked glycosylation,1712,0.0,1474.50804832079,1474.50804832079,0.0
T[UNIMOD:1713],1482.443734,1483.3165,H(86)C(53)N(4)O(42)S(1),1482.443734,H(86)C(53)N(4)O(42)S(1),O-linked glycosylation,1713,0.0,1482.4437339858405,1482.4437339858405,0.0
S[UNIMOD:1713],1482.443734,1483.3165,H(86)C(53)N(4)O(42)S(1),1482.443734,H(86)C(53)N(4)O(42)S(1),O-linked glycosylation,1713,0.0,1482.4437339858405,1482.4437339858405,0.0
S[UNIMOD:1714],1490.502964,1491.3154,H(90)C(56)N(4)O(42),1490.502964,H(90)C(56)N(4)O(42),O-linked glycosylation,1714,0.0,1490.50296294036,1490.50296294036,0.0
T[UNIMOD:1714],1490.502964,1491.3154,H(90)C(56)N(4)O(42),1490.502964,H(90)C(56)N(4)O(42),O-linked glycosylation,1714,0.0,1490.50296294036,1490.50296294036,0.0
T[UNIMOD:1715],1491.523365,1492.3432,H(93)C(57)N(3)O(42),1491.523365,H(93)C(57)N(3)O(42),O-linked glycosylation,1715,0.0,1491.52336403262,1491.52336403262,0.0
S[UNIMOD:1715],1491.523365,1492.3432,H(93)C(57)N(3)O(42),1491.523365,H(93)C(57)N(3)O(42),O-linked glycosylation,1715,0.0,1491.52336403262,1491.52336403262,0.0
T[UNIMOD:1716],1497.4434,1498.3279,H(87)C(54)N(3)O(43)S(1),1497.4434,H(87)C(54)N(3)O(43)S(1),O-linked glycosylation,1716,0.0,1497.44339963321,1497.44339963321,0.0
S[UNIMOD:1716],1497.4434,1498.3279,H(87)C(54)N(3)O(43)S(1),1497.4434,H(87)C(54)N(3)O(43)S(1),O-linked glycosylation,1716,0.0,1497.44339963321,1497.44339963321,0.0
S[UNIMOD:1717],1515.534598,1516.3679,H(93)C(58)N(5)O(41),1515.534598,H(93)C(58)N(5)O(41),O-linked glycosylation,1717,0.0,1515.53459742191,1515.53459742191,0.0
T[UNIMOD:1717],1515.534598,1516.3679,H(93)C(58)N(5)O(41),1515.534598,H(93)C(58)N(5)O(41),O-linked glycosylation,1717,0.0,1515.53459742191,1515.53459742191,0.0
S[UNIMOD:1718],1516.554999,1517.3957,H(96)C(59)N(4)O(41),1516.554999,H(96)C(59)N(4)O(41),O-linked glycosylation,1718,0.0,1516.5549985141702,1516.5549985141702,0.0
T[UNIMOD:1718],1516.554999,1517.3957,H(96)C(59)N(4)O(41),1516.554999,H(96)C(59)N(4)O(41),O-linked glycosylation,1718,0.0,1516.5549985141702,1516.5549985141702,0.0
S[UNIMOD:1719],1517.5754,1518.4236,H(99)C(60)N(3)O(41),1517.5754,H(99)C(60)N(3)O(41),O-linked glycosylation,1719,0.0,1517.57539960643,1517.57539960643,0.0
T[UNIMOD:1719],1517.5754,1518.4236,H(99)C(60)N(3)O(41),1517.5754,H(99)C(60)N(3)O(41),O-linked glycosylation,1719,0.0,1517.57539960643,1517.57539960643,0.0
S[UNIMOD:1720],1531.529513,1532.3673,H(93)C(58)N(5)O(42),1531.529513,H(93)C(58)N(5)O(42),O-linked glycosylation,1720,0.0,1531.52951204148,1531.52951204148,0.0
T[UNIMOD:1720],1531.529513,1532.3673,H(93)C(58)N(5)O(42),1531.529513,H(93)C(58)N(5)O(42),O-linked glycosylation,1720,0.0,1531.52951204148,1531.52951204148,0.0
T[UNIMOD:1721],1532.549914,1533.3951,H(96)C(59)N(4)O(42),1532.549914,H(96)C(59)N(4)O(42),O-linked glycosylation,1721,0.0,1532.54991313374,1532.54991313374,0.0
S[UNIMOD:1721],1532.549914,1533.3951,H(96)C(59)N(4)O(42),1532.549914,H(96)C(59)N(4)O(42),O-linked glycosylation,1721,0.0,1532.54991313374,1532.54991313374,0.0
S[UNIMOD:1722],1533.570315,1534.423,H(99)C(60)N(3)O(42),1533.570315,H(99)C(60)N(3)O(42),O-linked glycosylation,1722,0.0,1533.570314226,1533.570314226,0.0
T[UNIMOD:1722],1533.570315,1534.423,H(99)C(60)N(3)O(42),1533.570315,H(99)C(60)N(3)O(42),O-linked glycosylation,1722,0.0,1533.570314226,1533.570314226,0.0
T[UNIMOD:1723],1536.321581,1537.0645,H(83)C(48)O(49)P(3),1536.321581,H(83)C(48)O(49)P(3),O-linked glycosylation,1723,0.0,1536.32158002928,1536.32158002928,0.0
S[UNIMOD:1723],1536.321581,1537.0645,H(83)C(48)O(49)P(3),1536.321581,H(83)C(48)O(49)P(3),O-linked glycosylation,1723,0.0,1536.32158002928,1536.32158002928,0.0
T[UNIMOD:1724],1538.469949,1539.3798,H(90)C(56)N(4)O(43)S(1),1538.469949,H(90)C(56)N(4)O(43)S(1),O-linked glycosylation,1724,0.0,1538.46994873433,1538.46994873433,0.0
S[UNIMOD:1724],1538.469949,1539.3798,H(90)C(56)N(4)O(43)S(1),1538.469949,H(90)C(56)N(4)O(43)S(1),O-linked glycosylation,1724,0.0,1538.46994873433,1538.46994873433,0.0
S[UNIMOD:1725],1547.524427,1548.3667,H(93)C(58)N(5)O(43),1547.524427,H(93)C(58)N(5)O(43),O-linked glycosylation,1725,0.0,1547.52442666105,1547.52442666105,0.0
T[UNIMOD:1725],1547.524427,1548.3667,H(93)C(58)N(5)O(43),1547.524427,H(93)C(58)N(5)O(43),O-linked glycosylation,1725,0.0,1547.52442666105,1547.52442666105,0.0
T[UNIMOD:1726],1564.564895,1565.4337,H(100)C(61)N(2)O(44),1564.564895,H(100)C(61)N(2)O(44),O-linked glycosylation,1726,0.0,1564.56489449294,1564.56489449294,0.0
S[UNIMOD:1726],1564.564895,1565.4337,H(100)C(61)N(2)O(44),1564.564895,H(100)C(61)N(2)O(44),O-linked glycosylation,1726,0.0,1564.56489449294,1564.56489449294,0.0
S[UNIMOD:1727],1573.576463,1574.4471,H(99)C(61)N(5)O(42),1573.576463,H(99)C(61)N(5)O(42),O-linked glycosylation,1727,0.0,1573.5764622348602,1573.5764622348602,0.0
T[UNIMOD:1727],1573.576463,1574.4471,H(99)C(61)N(5)O(42),1573.576463,H(99)C(61)N(5)O(42),O-linked glycosylation,1727,0.0,1573.5764622348602,1573.5764622348602,0.0
S[UNIMOD:1728],1574.596864,1575.4749,H(102)C(62)N(4)O(42),1574.596864,H(102)C(62)N(4)O(42),O-linked glycosylation,1728,0.0,1574.59686332712,1574.59686332712,0.0
T[UNIMOD:1728],1574.596864,1575.4749,H(102)C(62)N(4)O(42),1574.596864,H(102)C(62)N(4)O(42),O-linked glycosylation,1728,0.0,1574.59686332712,1574.59686332712,0.0
S[UNIMOD:1729],1593.493521,1594.349,H(91)C(58)N(5)O(46),1593.493521,H(91)C(58)N(5)O(46),O-linked glycosylation,1729,0.0,1593.4935204553,1593.4935204553,0.0
T[UNIMOD:1729],1593.493521,1594.349,H(91)C(58)N(5)O(46),1593.493521,H(91)C(58)N(5)O(46),O-linked glycosylation,1729,0.0,1593.4935204553,1593.4935204553,0.0
T[UNIMOD:1730],1605.591444,1606.4856,H(103)C(63)N(3)O(44),1605.591444,H(103)C(63)N(3)O(44),O-linked glycosylation,1730,0.0,1605.59144359406,1605.59144359406,0.0
S[UNIMOD:1730],1605.591444,1606.4856,H(103)C(63)N(3)O(44),1605.591444,H(103)C(63)N(3)O(44),O-linked glycosylation,1730,0.0,1605.59144359406,1605.59144359406,0.0
T[UNIMOD:1732],1620.442414,1621.4589,H(92)C(56)N(4)O(46)S(2),1620.442414,H(92)C(56)N(4)O(46)S(2),O-linked glycosylation,1732,0.0,1620.4424138319,1620.4424138319,0.0
S[UNIMOD:1732],1620.442414,1621.4589,H(92)C(56)N(4)O(46)S(2),1620.442414,H(92)C(56)N(4)O(46)S(2),O-linked glycosylation,1732,0.0,1620.4424138319,1620.4424138319,0.0
T[UNIMOD:1733],1621.586359,1622.485,H(103)C(63)N(3)O(45),1621.586359,H(103)C(63)N(3)O(45),O-linked glycosylation,1733,0.0,1621.58635821363,1621.58635821363,0.0
S[UNIMOD:1733],1621.586359,1622.485,H(103)C(63)N(3)O(45),1621.586359,H(103)C(63)N(3)O(45),O-linked glycosylation,1733,0.0,1621.58635821363,1621.58635821363,0.0
S[UNIMOD:1735],1631.618328,1632.5262,H(105)C(64)N(5)O(43),1631.618328,H(105)C(64)N(5)O(43),O-linked glycosylation,1735,0.0,1631.61832704781,1631.61832704781,0.0
T[UNIMOD:1735],1631.618328,1632.5262,H(105)C(64)N(5)O(43),1631.618328,H(105)C(64)N(5)O(43),O-linked glycosylation,1735,0.0,1631.61832704781,1631.61832704781,0.0
T[UNIMOD:1736],1643.501309,1644.4691,H(97)C(60)N(3)O(47)S(1),1643.501309,H(97)C(60)N(3)O(47)S(1),O-linked glycosylation,1736,0.0,1643.50130843379,1643.50130843379,0.0
S[UNIMOD:1736],1643.501309,1644.4691,H(97)C(60)N(3)O(47)S(1),1643.501309,H(97)C(60)N(3)O(47)S(1),O-linked glycosylation,1736,0.0,1643.50130843379,1643.50130843379,0.0
T[UNIMOD:1737],1659.496223,1660.4685,H(97)C(60)N(3)O(48)S(1),1659.496223,H(97)C(60)N(3)O(48)S(1),O-linked glycosylation,1737,0.0,1659.4962230533602,1659.4962230533602,0.0
S[UNIMOD:1737],1659.496223,1660.4685,H(97)C(60)N(3)O(48)S(1),1659.496223,H(97)C(60)N(3)O(48)S(1),O-linked glycosylation,1737,0.0,1659.4962230533602,1659.4962230533602,0.0
S[UNIMOD:1738],1677.587422,1678.5085,H(103)C(64)N(5)O(46),1677.587422,H(103)C(64)N(5)O(46),O-linked glycosylation,1738,0.0,1677.58742084206,1677.58742084206,0.0
T[UNIMOD:1738],1677.587422,1678.5085,H(103)C(64)N(5)O(46),1677.587422,H(103)C(64)N(5)O(46),O-linked glycosylation,1738,0.0,1677.58742084206,1677.58742084206,0.0
T[UNIMOD:1739],1678.607823,1679.5363,H(106)C(65)N(4)O(46),1678.607823,H(106)C(65)N(4)O(46),O-linked glycosylation,1739,0.0,1678.60782193432,1678.60782193432,0.0
S[UNIMOD:1739],1678.607823,1679.5363,H(106)C(65)N(4)O(46),1678.607823,H(106)C(65)N(4)O(46),O-linked glycosylation,1739,0.0,1678.60782193432,1678.60782193432,0.0
S[UNIMOD:1740],1679.628224,1680.5642,H(109)C(66)N(3)O(46),1679.628224,H(109)C(66)N(3)O(46),O-linked glycosylation,1740,0.0,1679.62822302658,1679.62822302658,0.0
T[UNIMOD:1740],1679.628224,1680.5642,H(109)C(66)N(3)O(46),1679.628224,H(109)C(66)N(3)O(46),O-linked glycosylation,1740,0.0,1679.62822302658,1679.62822302658,0.0
T[UNIMOD:1742],1698.374404,1699.2051,H(93)C(54)O(54)P(3),1698.374404,H(93)C(54)O(54)P(3),O-linked glycosylation,1742,0.0,1698.37440344943,1698.37440344943,0.0
S[UNIMOD:1742],1698.374404,1699.2051,H(93)C(54)O(54)P(3),1698.374404,H(93)C(54)O(54)P(3),O-linked glycosylation,1742,0.0,1698.37440344943,1698.37440344943,0.0
S[UNIMOD:1743],1713.671426,1714.63,H(111)C(68)N(7)O(43),1713.671426,H(111)C(68)N(7)O(43),O-linked glycosylation,1743,0.0,1713.67142525005,1713.67142525005,0.0
T[UNIMOD:1743],1713.671426,1714.63,H(111)C(68)N(7)O(43),1713.671426,H(111)C(68)N(7)O(43),O-linked glycosylation,1743,0.0,1713.67142525005,1713.67142525005,0.0
S[UNIMOD:1744],1755.546345,1756.4896,H(101)C(64)N(5)O(51),1755.546345,H(101)C(64)N(5)O(51),O-linked glycosylation,1744,0.0,1755.54634387545,1755.54634387545,0.0
T[UNIMOD:1744],1755.546345,1756.4896,H(101)C(64)N(5)O(51),1755.546345,H(101)C(64)N(5)O(51),O-linked glycosylation,1744,0.0,1755.54634387545,1755.54634387545,0.0
T[UNIMOD:1745],1757.544236,1758.5717,H(103)C(64)N(5)O(49)S(1),1757.544236,H(103)C(64)N(5)O(49)S(1),O-linked glycosylation,1745,0.0,1757.54423587517,1757.54423587517,0.0
S[UNIMOD:1745],1757.544236,1758.5717,H(103)C(64)N(5)O(49)S(1),1757.544236,H(103)C(64)N(5)O(49)S(1),O-linked glycosylation,1745,0.0,1757.54423587517,1757.54423587517,0.0
T[UNIMOD:1746],1793.671151,1794.6668,H(115)C(70)N(5)O(48),1793.671151,H(115)C(70)N(5)O(48),O-linked glycosylation,1746,0.0,1793.67115046796,1793.67115046796,0.0
S[UNIMOD:1746],1793.671151,1794.6668,H(115)C(70)N(5)O(48),1793.671151,H(115)C(70)N(5)O(48),O-linked glycosylation,1746,0.0,1793.67115046796,1793.67115046796,0.0
N[UNIMOD:1746],1793.671151,1794.6668,H(115)C(70)N(5)O(48),1793.671151,H(115)C(70)N(5)O(48),N-linked glycosylation,1746,0.0,1793.67115046796,1793.67115046796,0.0
S[UNIMOD:1747],1797.593295,1798.5694,H(107)C(67)N(5)O(51),1797.593295,H(107)C(67)N(5)O(51),O-linked glycosylation,1747,0.0,1797.59329406883,1797.59329406883,0.0
T[UNIMOD:1747],1797.593295,1798.5694,H(107)C(67)N(5)O(51),1797.593295,H(107)C(67)N(5)O(51),O-linked glycosylation,1747,0.0,1797.59329406883,1797.59329406883,0.0
T[UNIMOD:1748],1805.554132,1806.6097,H(107)C(66)N(3)O(52)S(1),1805.554132,H(107)C(66)N(3)O(52)S(1),O-linked glycosylation,1748,0.0,1805.55413185394,1805.55413185394,0.0
S[UNIMOD:1748],1805.554132,1806.6097,H(107)C(66)N(3)O(52)S(1),1805.554132,H(107)C(66)N(3)O(52)S(1),O-linked glycosylation,1748,0.0,1805.55413185394,1805.55413185394,0.0
S[UNIMOD:1749],1806.630015,1807.6225,H(110)C(69)N(6)O(49),1806.630015,H(110)C(69)N(6)O(49),O-linked glycosylation,1749,0.0,1806.63001393081,1806.63001393081,0.0
T[UNIMOD:1749],1806.630015,1807.6225,H(110)C(69)N(6)O(49),1806.630015,H(110)C(69)N(6)O(49),O-linked glycosylation,1749,0.0,1806.63001393081,1806.63001393081,0.0
S[UNIMOD:1750],1823.64533,1824.6497,H(113)C(70)N(5)O(50),1823.64533,H(113)C(70)N(5)O(50),O-linked glycosylation,1750,0.0,1823.64532964264,1823.64532964264,0.0
T[UNIMOD:1750],1823.64533,1824.6497,H(113)C(70)N(5)O(50),1823.64533,H(113)C(70)N(5)O(50),O-linked glycosylation,1750,0.0,1823.64532964264,1823.64532964264,0.0
S[UNIMOD:1751],1824.665732,1825.6775,H(116)C(71)N(4)O(50),1824.665732,H(116)C(71)N(4)O(50),O-linked glycosylation,1751,0.0,1824.6657307349,1824.6657307349,0.0
T[UNIMOD:1751],1824.665732,1825.6775,H(116)C(71)N(4)O(50),1824.665732,H(116)C(71)N(4)O(50),O-linked glycosylation,1751,0.0,1824.6657307349,1824.6657307349,0.0
S[UNIMOD:1752],1854.614759,1855.6207,H(110)C(69)N(6)O(52),1854.614759,H(110)C(69)N(6)O(52),O-linked glycosylation,1752,0.0,1854.61475778952,1854.61475778952,0.0
T[UNIMOD:1752],1854.614759,1855.6207,H(110)C(69)N(6)O(52),1854.614759,H(110)C(69)N(6)O(52),O-linked glycosylation,1752,0.0,1854.61475778952,1854.61475778952,0.0
T[UNIMOD:1753],1860.427228,1861.3457,H(103)C(60)O(59)P(3),1860.427228,H(103)C(60)O(59)P(3),O-linked glycosylation,1753,0.0,1860.42722686958,1860.42722686958,0.0
S[UNIMOD:1753],1860.427228,1861.3457,H(103)C(60)O(59)P(3),1860.427228,H(103)C(60)O(59)P(3),O-linked glycosylation,1753,0.0,1860.42722686958,1860.42722686958,0.0
S[UNIMOD:1754],1864.67188,1865.7016,H(116)C(72)N(6)O(50),1864.67188,H(116)C(72)N(6)O(50),O-linked glycosylation,1754,0.0,1864.67187874376,1864.67187874376,0.0
T[UNIMOD:1754],1864.67188,1865.7016,H(116)C(72)N(6)O(50),1864.67188,H(116)C(72)N(6)O(50),O-linked glycosylation,1754,0.0,1864.67187874376,1864.67187874376,0.0
S[UNIMOD:1755],1900.583852,1901.603,H(108)C(69)N(6)O(55),1900.583852,H(108)C(69)N(6)O(55),O-linked glycosylation,1755,0.0,1900.58385158377,1900.58385158377,0.0
